FName,LName,City,State,HS,Age,Body,Height,Weight,Team,Class,#,RedShirted,Scholarship,Position,Inside,PInside,Jumpshot,PJumpshot,Ft,PFt,3p,P3p,3pUsage,Handling,PHandling,Passing,PPassing,ORb,PORb,DRb,PDRb,PostD,PPostD,PerD,PPerD,Stealing,PStealing,Blocking,PBlocking,Fouling,Quickness,Jumping,Strength,Stamina,Intelligence,OverallPot,Games,Minutes,FGM,FGA,FTM,FTA,3PM,3PA,OReb,DReb,Ast,Stl,Blk,TO,PF,Prestige
Ahmad,Clark,Meridian,MS,Northeast Lauderdale High School,23,1,73,175,Albany Great Danes,3,2,-1,-1,5,26,28,52,64,64,67,29,29,31,20,22,19,24,25,30,30,30,9,10,48,49,13,17,17,19,54,85,100,39,62,61,0,27,308,28,47,0,0,10,21,20,46,4,5,4,18,42,1
Sasha,French,Southaven,MS,Southaven High School,20,4,83,235,Albany Great Danes,2,33,-1,-1,3,33,43,12,20,45,61,21,31,27,23,29,9,16,23,29,22,32,8,11,25,42,33,42,12,19,20,77,76,33,48,33,0,28,298,18,43,0,0,26,36,22,38,6,10,1,17,49,1
Nick,Fruscio,Jackson,MS,Provine High School,18,5,70,170,Albany Great Danes,3,22,0,-1,5,34,50,44,51,46,47,44,73,80,12,16,25,29,43,55,36,49,29,38,71,83,12,20,17,23,60,73,71,58,46,68,0,12,54,5,16,2,5,5,7,0,6,2,3,0,6,4,1
Brent,Hank,Sisters,OR,Sisters High School,22,3,82,265,Albany Great Danes,1,10,-1,0,3,21,24,34,41,56,60,25,31,27,11,14,10,11,9,12,15,21,20,28,27,31,29,30,20,26,62,50,52,61,100,94,0,5,8,1,5,0,2,0,1,0,1,0,2,0,1,3,1
Cameron,Healy,Pine Bluff,AR,Watson Chapel High School,22,5,75,190,Albany Great Danes,1,11,0,-1,5,25,28,10,11,30,30,22,29,24,34,38,23,31,14,17,28,30,21,28,30,44,7,7,12,18,85,63,64,66,63,2,0,27,890,107,291,16,63,104,158,57,159,43,20,16,51,56,1
Kendall,Lauderdale,Jackson,MS,William B. Murrah High School,21,3,80,245,Albany Great Danes,3,54,-1,-1,3,16,22,15,25,26,29,25,34,39,11,17,15,17,12,18,10,16,5,8,42,65,37,50,12,17,79,49,72,69,42,60,0,25,843,130,360,36,125,110,158,44,42,43,30,8,51,73,1
Adam,Lulka,Rosedale,MS,West Bolivar High School,23,2,80,245,Albany Great Danes,1,14,-1,-1,3,38,39,51,62,49,53,0,0,0,25,32,22,27,17,25,34,38,12,13,28,32,19,29,29,33,14,22,40,61,75,77,0,27,594,81,167,3,6,57,79,28,63,12,13,15,27,58,1
Rayshawn,Miller,Praha-Libus,Czech Republic,,22,1,73,190,Albany Great Danes,4,3,0,-1,5,27,28,22,27,67,71,0,0,0,40,43,9,10,49,55,49,49,16,21,17,20,28,44,34,35,91,36,33,59,79,61,0,21,509,46,121,7,22,33,43,20,30,35,26,1,30,31,1
Malachi,DeSousa,Kossuth,MS,Kossuth High School,20,1,78,200,Albany Great Danes,1,1,-1,-1,3,26,29,7,8,38,43,0,0,0,11,16,8,11,19,23,17,19,34,49,13,18,14,23,41,51,61,27,58,73,81,69,0,27,467,30,85,15,50,26,42,27,64,12,16,9,23,52,1
Antonio,Rizzuto,Carson City,MI,Carson City High School,21,4,75,195,Albany Great Danes,1,0,-1,0,5,22,29,23,31,23,26,0,0,0,7,8,6,10,18,23,30,38,7,7,11,21,33,43,26,42,69,31,23,92,31,35,0,19,416,77,175,9,34,24,38,43,25,10,4,2,14,32,1
Philip,Flory,Hurley,MS,East Central High School,19,5,77,190,Albany Great Danes,2,23,0,-1,2,29,40,18,25,47,51,0,0,0,24,29,12,16,28,42,57,67,22,29,20,30,19,25,33,56,7,26,20,77,32,23,0,23,393,38,102,8,29,18,31,8,37,19,11,3,25,19,1
Devon,Brewer,Pribyslav,Czech Republic,,19,4,80,260,Alcorn State Braves,3,33,0,-1,3,34,44,20,26,59,66,14,15,17,16,19,5,6,26,28,12,17,33,40,21,29,6,12,22,31,32,26,32,97,31,85,0,25,365,36,65,0,0,11,25,23,41,2,6,8,20,65,1
Alonzo,Campbell,Canton,NY,H.C. Williams High School,20,3,84,235,Alcorn State Braves,3,42,-1,-1,1,21,27,35,59,25,35,32,45,49,62,85,54,68,6,12,21,34,32,53,17,32,21,33,9,12,64,87,49,43,35,51,0,15,270,21,66,9,38,7,11,6,28,18,9,2,17,23,2
Troymain,Crosby,Fort Morgan,CO,Fort Morgan High School,22,1,76,180,Alcorn State Braves,2,23,-1,-1,5,29,33,21,30,43,43,85,86,88,59,68,42,50,27,36,19,30,22,32,57,70,30,42,36,54,31,74,52,35,78,44,0,11,212,9,46,3,18,5,6,5,17,30,14,1,16,16,2
Jonathan,Floyd,Dansville,NY,Dansville High School,23,1,70,155,Alcorn State Braves,3,3,-1,-1,5,14,21,54,58,34,41,76,83,89,67,67,53,63,66,77,46,51,29,40,23,26,61,72,24,29,85,93,64,32,51,30,0,19,165,6,18,0,1,2,4,9,16,4,0,2,9,24,2
Harold,Givens,Washington,DC,Spingarn High School,20,2,79,200,Alcorn State Braves,3,1,-1,-1,3,22,26,10,17,22,27,40,64,54,27,41,26,41,22,28,23,30,28,37,19,28,30,36,29,40,67,63,91,38,37,59,0,22,121,4,29,4,28,2,3,0,5,5,7,0,8,6,1
Khari,Jabriel,Farmington,AR,Farmington High School,20,1,76,180,Alcorn State Braves,3,5,0,-1,5,25,35,20,31,44,50,24,36,41,23,36,21,32,21,25,16,23,28,34,18,29,22,36,24,32,43,81,59,53,21,60,0,7,43,3,14,1,9,0,0,2,7,0,1,0,2,0,1
Noah,Plain,Washington,DC,Wilson High School,21,2,80,200,Alcorn State Braves,2,13,0,-1,3,40,46,42,47,76,76,47,55,63,43,50,45,56,45,52,51,58,8,8,43,52,73,73,16,22,33,64,100,46,49,58,0,7,42,5,16,4,13,1,4,0,2,0,1,0,5,8,1
S,Robinson,Port Augusta,Australia,,20,3,70,160,Alcorn State Braves,1,15,0,0,3,21,31,7,7,25,29,28,30,25,25,29,35,40,7,8,18,21,44,62,32,41,21,27,34,40,73,64,69,58,73,64,0,29,1113,102,225,30,72,63,84,21,73,105,58,5,75,64,1
TyQuayion,Smith,Bar Harbor,ME,Mt Desert Island High School,19,5,80,200,Alcorn State Braves,4,23,0,-1,3,41,51,19,24,55,61,15,22,21,29,34,5,8,4,5,17,24,32,41,29,33,24,33,37,58,69,62,55,63,29,76,0,29,1109,136,289,40,117,98,128,21,128,37,24,17,58,69,1
Deshaw,Andrews,Washington,DC,Wilson High School,20,4,76,240,Alcorn State Braves,3,12,-1,-1,3,19,34,21,29,52,61,13,21,19,27,48,21,26,37,63,33,56,36,57,13,24,39,46,18,33,26,67,44,59,65,42,0,29,1091,126,272,58,148,36,50,19,74,44,25,6,49,64,1
Maurice,Howard,Vista,CA,Rancho Buena Vista High School,22,2,73,190,Alcorn State Braves,3,11,0,-1,5,27,27,16,24,38,38,29,30,29,15,20,6,6,51,51,34,44,89,89,8,8,15,17,24,27,78,40,32,71,80,55,0,29,962,79,154,21,53,53,68,19,93,57,27,15,33,57,1
Reginald,Johnson,Washington,DC,Banneker High School,21,2,77,250,Alcorn State Braves,4,24,-1,-1,3,14,21,15,20,47,53,0,0,0,33,44,25,38,55,71,54,75,42,46,26,33,39,47,36,44,87,33,37,61,32,23,0,29,520,54,113,7,33,12,23,16,71,32,17,0,24,42,1
Jael,Scott,West Fork,AR,West Fork High School,23,5,76,195,Alcorn State Braves,2,2,-1,0,5,27,27,38,46,34,34,0,0,0,12,16,12,15,64,74,18,22,31,32,11,14,28,32,49,49,22,34,47,85,61,78,0,21,508,44,130,15,48,31,54,10,53,47,7,17,39,58,1
Kobe,Wilson,Washington,DC,Spingarn High School,20,1,81,220,Alcorn State Braves,2,10,0,-1,3,55,60,4,4,26,35,12,13,11,63,74,13,22,22,26,25,35,33,37,32,48,8,10,43,60,17,15,31,99,44,26,0,20,329,21,47,0,0,11,22,8,31,21,5,11,31,35,1
Jacob,Boonyasith,Washington,DC,Coolidge High School,21,5,75,215,American Eagles,1,41,0,-1,5,59,71,25,27,42,44,0,0,0,21,30,19,22,47,58,32,43,48,56,19,24,8,8,79,79,36,18,38,80,74,71,0,22,152,18,35,10,26,6,8,15,7,3,2,0,4,16,1
Marvin,Bragg,Washington,DC,Coolidge High School,22,3,78,195,American Eagles,2,13,0,-1,5,18,19,34,40,65,65,0,0,0,61,62,27,34,14,16,67,67,19,23,35,53,67,70,26,26,52,29,41,98,52,44,0,13,48,3,8,1,4,0,2,1,4,0,1,0,5,8,1
Matt,Cimino,Port Gibson,MS,Port Gibson High School,20,2,82,212,American Eagles,4,45,0,-1,3,17,20,31,33,26,28,44,59,60,46,46,34,37,20,26,5,5,10,15,37,50,28,30,18,26,37,88,45,45,71,43,0,12,45,2,12,0,0,3,4,5,2,3,0,5,4,4,1
Cheikh,Diallo,Monticello,MS,Lawrence County High School,20,3,73,175,American Eagles,4,10,0,-1,5,18,28,53,64,31,31,14,17,16,42,42,22,30,13,15,18,23,15,17,30,31,22,31,5,5,36,87,73,39,64,6,0,26,855,119,323,51,154,130,161,29,75,41,34,0,66,59,1
Mark,Gasperini,Oxford,MS,Oxford High School,19,1,82,245,American Eagles,3,23,0,-1,2,21,27,35,43,37,42,35,47,51,70,81,33,52,10,14,7,11,28,40,30,48,25,35,31,41,35,75,71,42,65,63,0,26,766,78,200,39,102,34,43,15,51,75,11,0,44,48,1
Josh,Alexander,Charlotte,NC,West Charlotte High School,21,1,80,243,American Eagles,1,21,0,-1,3,25,31,62,73,79,79,26,26,22,28,32,41,52,18,20,39,48,16,22,35,35,36,38,45,52,25,83,62,47,73,33,0,26,715,109,216,6,16,44,61,58,128,28,14,11,58,70,3
Stacy,Beckton,Roanoke Rapids,NC,Roanoke Rapids High School,21,1,76,186,American Eagles,2,2,0,-1,5,31,40,26,30,38,44,57,58,49,5,5,34,38,73,73,29,30,45,48,37,40,28,28,46,49,81,80,94,49,77,33,0,26,577,46,136,26,89,24,38,15,48,43,6,1,30,38,3
Sam,Iorio,Gastonia,NC,Forestview High School,20,4,78,230,American Eagles,2,22,-1,-1,3,23,32,15,23,37,46,6,8,6,36,43,27,41,11,14,14,24,17,24,21,24,37,56,9,16,52,69,72,56,44,60,0,26,514,50,155,24,87,16,21,31,63,26,13,2,19,24,3
Jesse,Little,Newton Grove,NC,Hobbton High School,19,4,82,204,American Eagles,2,1,0,-1,3,24,40,49,64,41,50,34,48,42,12,21,20,35,11,16,9,12,38,46,20,34,53,64,21,37,51,53,52,59,35,22,0,25,384,35,89,0,0,21,35,20,52,12,4,3,39,65,3
Laurynas,Motuzis,Pittsburgh,PA,Peabody High School,22,1,78,205,American Eagles,4,5,-1,-1,5,40,53,25,34,35,36,28,34,33,26,28,21,27,27,31,45,48,38,49,36,45,16,21,29,42,86,63,72,65,68,73,0,22,324,20,42,0,0,22,35,28,45,11,2,2,21,44,3
Sa'eed,Nelson,Norwalk,CA,Norwalk High School,21,3,74,190,American Eagles,3,0,-1,0,5,28,38,9,11,35,42,17,21,17,29,45,26,32,24,28,28,32,41,48,11,14,30,38,40,48,20,51,46,62,25,21,0,24,302,42,93,0,1,25,37,16,42,5,11,23,24,52,3
Justin,Perez,Clemmons,NC,West Forsyth High School,19,4,73,165,American Eagles,3,14,0,-1,5,27,43,15,23,29,29,12,22,21,15,20,28,34,34,56,47,63,19,31,23,36,34,42,23,34,2,29,38,68,54,12,0,26,271,21,65,5,24,13,22,11,22,12,2,0,23,27,3
Christian,Sutton,Washington,NC,Washington High School,20,4,75,193,American Eagles,1,33,0,-1,5,28,40,28,35,12,15,0,0,0,25,31,36,47,32,37,32,48,31,48,31,38,12,21,22,30,66,23,37,64,25,4,0,20,142,14,44,6,27,6,8,12,15,7,3,1,7,11,3
Yilret,Yiljep,Norwood,NC,South Stanly High School,19,4,79,250,American Eagles,4,12,0,0,3,39,49,24,29,33,39,5,10,11,7,10,25,36,21,32,26,32,40,54,7,10,8,16,14,22,57,37,49,75,85,7,0,19,124,14,31,0,0,8,19,10,15,1,1,2,5,26,3
Adrian,Delph,War,WV,Big Creek High School,21,4,75,185,Appalachian State Mountaineers,1,20,-1,-1,5,47,50,14,24,37,48,11,19,18,12,21,20,29,23,38,34,49,38,47,20,28,22,27,25,28,48,14,43,66,60,65,0,16,79,6,18,0,0,0,2,7,12,2,1,6,5,12,3
Trey,Ford,Concord,NC,Central Cabarrus High School,20,5,72,180,Appalachian State Mountaineers,4,23,-1,-1,5,29,37,14,23,34,43,16,23,22,11,19,14,23,61,75,17,25,14,23,5,6,13,22,72,100,12,32,23,87,50,97,0,4,72,5,20,2,9,1,4,0,6,4,0,1,4,12,3
Justin,Forrest,Belmont,NC,South Point High School,20,4,74,195,Appalachian State Mountaineers,2,1,-1,-1,5,18,33,16,30,39,45,12,16,14,44,58,32,44,38,59,29,48,26,47,31,42,5,9,38,51,35,18,21,76,53,38,0,9,52,4,9,0,5,0,2,2,1,4,0,0,3,8,3
Joseph,Battle,Washington,DC,Bell High School,18,2,75,181,Appalachian State Mountaineers,2,11,0,-1,5,31,56,19,33,57,71,32,52,56,46,48,41,70,12,21,7,14,20,28,20,35,24,38,13,20,50,80,65,29,16,25,0,6,24,3,8,1,3,0,0,0,2,4,0,0,2,1,1
Breki,Gylfason,Washington,DC,Spingarn High School,22,2,81,205,Appalachian State Mountaineers,1,22,-1,-1,3,25,34,26,41,52,52,22,30,28,57,64,48,57,48,52,20,25,18,27,13,17,48,52,18,23,43,78,45,36,55,39,0,28,832,113,227,18,53,29,40,15,91,168,60,2,55,52,1
Bennett,Holley,Washington,DC,Roosevelt High School,19,4,80,238,Appalachian State Mountaineers,4,14,-1,-1,3,20,33,41,52,64,78,29,42,47,44,56,42,57,9,13,17,26,19,30,42,52,10,16,29,42,43,81,48,28,39,29,0,28,793,130,277,26,74,112,151,56,130,53,41,9,67,73,1
Nick,Hough,Forest,VA,Jefferson Forest High School,22,1,76,205,Appalachian State Mountaineers,4,3,0,-1,5,37,41,73,73,59,59,86,90,88,55,60,89,89,37,37,42,44,41,47,53,53,29,29,12,14,72,68,61,46,100,80,0,28,785,102,192,5,21,103,148,56,130,42,31,26,49,69,5
Tyrell,Johnson,Compton,CA,Compton High School,18,2,80,205,Appalachian State Mountaineers,4,32,0,-1,3,62,92,42,64,54,61,76,100,98,16,25,49,59,9,11,44,50,27,43,25,40,25,44,34,42,4,77,66,47,100,9,0,28,777,115,241,12,34,75,116,53,95,18,18,16,39,75,5
Isaac,Johnson,Arnold,MO,Fox Senior High School,19,3,81,212,Appalachian State Mountaineers,3,0,0,-1,3,33,48,56,78,49,49,66,80,85,59,70,39,59,41,47,32,47,27,32,21,31,63,92,41,64,78,85,80,49,38,61,0,28,732,94,160,0,0,63,91,44,98,8,15,17,48,87,5
Kevin,Kerley,Baltimore,MD,Paul Laurence Dunbar High School,22,4,72,178,Appalachian State Mountaineers,4,13,0,0,5,34,38,55,55,90,90,59,63,52,55,55,24,27,47,49,74,74,31,42,88,88,51,56,58,62,16,47,48,66,100,80,0,27,607,76,176,44,115,47,59,2,54,35,14,10,25,35,5
Hunter,Seacat,Danville,IL,Danville High School,20,3,81,235,Appalachian State Mountaineers,3,50,-1,-1,3,70,86,40,59,39,46,18,27,29,80,93,23,28,25,39,70,100,7,8,25,39,35,47,18,25,60,62,69,72,38,57,0,28,445,33,84,22,58,15,20,13,22,14,10,2,9,41,5
Ronshad,Shabazz,Jackson,WY,Jackson Hole High School,22,2,77,217,Appalachian State Mountaineers,4,2,-1,-1,5,66,66,27,28,54,54,53,58,64,25,26,71,71,57,61,61,68,75,75,33,34,100,100,44,55,80,57,45,53,100,75,0,24,252,28,59,6,18,20,30,3,28,45,10,0,15,26,5
O'Showen,Williams,Prescott,AZ,Prescott High School,21,2,71,190,Appalachian State Mountaineers,3,4,0,-1,5,43,52,22,33,51,59,38,51,41,48,61,24,27,66,66,48,57,88,92,21,31,36,45,63,64,69,41,43,66,69,26,0,26,242,38,62,4,5,16,33,16,40,1,1,7,8,35,5
Jake,Wilson,Cape Girardeau,MO,Central Senior High School,21,4,85,240,Appalachian State Mountaineers,4,15,0,-1,1,63,63,43,53,26,26,0,0,0,65,78,38,52,58,64,87,99,87,87,20,28,49,68,94,98,72,24,52,76,92,45,0,8,57,8,13,0,0,9,17,6,3,0,3,2,1,4,5
Michael,Bibby,Laveen,AZ,Cesar Chavez High School,20,5,75,175,Appalachian State Mountaineers,2,10,0,-1,5,31,45,35,48,34,35,10,14,13,22,26,44,69,67,80,58,63,71,94,27,38,37,54,66,74,40,38,50,64,50,22,0,16,56,8,12,0,0,4,4,6,6,2,1,4,1,7,5
Zylan,Cheatham,Carlton,MN,Carlton High School,19,3,80,220,Arizona State Sun Devils,4,45,0,-1,3,39,63,37,46,25,33,17,29,27,36,53,35,59,44,54,51,83,47,63,52,66,38,70,77,100,63,16,40,74,57,34,0,8,11,1,3,1,1,0,0,0,1,0,0,0,1,0,5
Taeshon,Cherry,Holbrook,AZ,Holbrook High School,20,3,80,210,Arizona State Sun Devils,1,35,0,0,3,31,41,31,34,30,35,40,49,49,16,24,13,19,100,100,60,60,67,67,30,40,15,19,94,94,70,18,38,79,78,74,0,28,843,105,247,32,95,63,98,29,88,55,39,4,39,57,5
Luguentz,Dort,New Albany,IN,New Albany Senior High School,20,2,76,215,Arizona State Sun Devils,1,0,0,-1,5,64,87,38,49,23,25,0,0,0,13,19,22,27,60,83,73,85,75,77,45,66,6,9,65,88,43,35,30,96,55,78,0,28,826,87,137,0,0,69,120,70,105,29,16,33,51,99,5
Rob,Edwards,Charlotte,NC,West Charlotte High School,21,1,76,200,Arizona State Sun Devils,3,2,0,-1,5,26,38,23,36,57,58,6,6,7,41,41,25,31,20,29,23,29,8,9,23,32,21,31,18,27,36,87,42,41,70,7,0,28,700,116,285,33,112,52,63,19,102,50,20,1,68,55,3
Kyle,Feit,Rutherfordton,NC,R.S. Central,20,3,76,190,Arizona State Sun Devils,1,5,0,-1,5,30,40,47,65,35,35,27,42,39,47,49,18,22,20,27,18,27,24,27,17,20,49,56,11,14,70,93,57,43,60,8,0,26,654,42,130,11,38,77,106,7,43,87,13,0,66,42,3
Grant,Fogerty,Gatesville,NC,Gates County Senior High School,22,2,72,175,Arizona State Sun Devils,3,25,0,-1,5,28,30,33,45,54,54,30,32,30,77,77,48,48,29,31,8,10,18,22,25,28,49,49,10,13,41,77,55,36,88,42,0,28,600,56,126,49,112,11,18,5,63,32,11,4,34,43,3
De'Quon,Lake,Topeka,KS,Seaman High School,21,5,82,225,Arizona State Sun Devils,4,32,0,-1,3,58,60,42,47,39,42,94,94,81,24,28,32,40,9,9,33,41,50,60,63,67,43,47,26,30,46,90,71,47,78,49,0,27,530,64,149,39,103,21,24,26,35,20,17,4,17,38,5
Kimani,Lawrence,Atlanta,GA,South Atlanta High School,20,4,79,210,Arizona State Sun Devils,2,14,0,-1,3,26,36,51,56,72,72,48,59,48,71,77,24,35,48,52,26,33,57,74,71,82,39,44,35,50,5,67,70,47,90,27,0,19,463,83,146,0,0,38,66,43,91,13,14,5,38,53,5
Remy,Martin,Marion,IL,Marion High School,23,4,72,170,Arizona State Sun Devils,2,1,-1,-1,5,32,39,64,73,76,76,42,50,53,32,42,29,29,25,30,67,74,31,43,82,88,53,55,23,29,34,74,54,37,100,29,0,26,311,21,64,9,26,29,46,19,32,10,5,0,14,41,5
Mickey,Mitchell,Scottsdale,AZ,Desert Mountain High School,20,3,79,225,Arizona State Sun Devils,3,3,-1,-1,3,36,60,30,46,66,77,31,41,48,32,43,16,25,51,62,39,71,39,50,21,27,9,12,46,68,65,52,62,52,60,23,0,19,242,27,61,3,16,20,31,9,33,11,12,0,23,32,5
Jack,Roggin,Mesa,AZ,Mountain View High School,22,1,72,165,Arizona State Sun Devils,2,21,0,-1,5,46,51,45,46,64,64,41,47,39,77,90,40,41,88,88,58,64,59,66,70,70,63,73,41,49,13,48,77,56,90,43,0,18,229,28,66,17,37,10,12,6,16,28,5,2,19,22,5
Jordan,Salzman,Fountain,CO,Fort Carson High School,20,1,70,175,Arizona State Sun Devils,2,24,-1,-1,5,33,57,42,77,44,46,26,38,40,15,27,25,41,26,47,42,62,46,63,32,47,45,56,40,67,7,41,48,58,29,86,0,23,214,21,48,3,10,21,30,3,22,28,4,3,15,20,5
Vitaliy,Shibel,Mesa,AZ,Mesa High School,19,4,81,210,Arizona State Sun Devils,2,10,0,-1,3,43,72,24,28,21,28,37,47,42,25,32,38,46,64,85,43,55,66,79,38,46,49,73,29,43,49,30,35,63,32,9,0,13,56,4,12,2,8,4,6,2,4,4,1,0,3,14,5
Trevor,Thompson,Algona,IA,Algona High School,20,2,74,175,Arizona State Sun Devils,2,31,0,0,5,44,58,35,59,36,45,5,5,5,36,57,19,25,33,41,56,74,31,42,38,53,19,31,41,47,41,36,36,63,69,26,0,6,23,4,4,0,0,4,5,0,4,0,0,2,0,7,5
Elias,Valtonen,Gastonia,NC,Ashbrook High School,19,4,79,195,Arizona State Sun Devils,1,11,0,0,5,38,47,24,29,43,53,9,14,15,52,66,48,76,31,42,21,32,45,50,18,31,45,63,35,50,26,22,34,71,61,34,0,3,5,1,3,1,2,0,0,1,2,0,0,0,0,1,5
Romello,White,Douglas,AZ,Douglas High School,18,2,80,235,Arizona State Sun Devils,2,23,0,-1,3,65,79,27,42,13,14,19,31,32,50,66,21,28,51,75,56,89,65,96,22,28,30,53,18,31,40,29,23,76,25,73,0,28,829,130,308,46,132,117,151,42,104,47,22,17,46,47,5
Justin,Coleman,West Monroe,LA,West Ouachita High School,20,3,70,170,Arizona Wildcats,4,12,0,-1,5,55,82,27,32,17,22,24,39,37,41,54,28,44,63,83,39,60,28,44,16,27,47,74,32,47,71,42,41,73,29,34,0,28,818,203,360,10,21,77,101,97,141,28,28,44,38,59,5
Jake,DesJardins,Florence,AZ,Florence High School,20,2,78,215,Arizona Wildcats,3,55,0,-1,3,35,56,25,38,21,27,0,0,0,16,20,17,25,67,93,59,64,61,82,19,24,45,63,49,69,65,13,26,76,23,21,0,28,753,77,184,38,99,86,98,23,73,133,26,4,66,60,5
Devonaire,Doutrive,Highlands Ranch,CO,Highlands Ranch High School,19,1,77,175,Arizona Wildcats,1,1,0,-1,5,43,74,43,75,56,57,67,80,87,51,70,39,48,49,59,23,36,46,62,46,70,45,70,8,12,38,96,76,36,88,33,0,27,553,74,158,9,27,45,67,30,54,45,26,26,28,52,5
Emmanuel,Akot,Van Wert,OH,Lincolnview High School,20,4,79,200,Arizona Wildcats,2,24,0,-1,5,52,71,68,85,57,58,73,100,100,88,95,71,77,11,13,27,36,32,35,43,55,45,50,21,24,48,75,56,41,73,0,0,28,528,76,203,50,142,26,38,11,28,44,13,2,22,49,5
Alex,Barcello,Tucson,AZ,Sahuaro High School,23,1,74,180,Arizona Wildcats,2,23,-1,-1,5,51,55,73,76,43,43,98,100,90,82,82,51,56,51,72,10,10,47,59,62,62,70,83,28,36,71,84,50,46,81,10,0,27,474,58,134,29,71,27,44,23,28,43,24,0,24,64,5
Chase,Jeter,Pawnee,OK,Pawnee High School,19,4,82,230,Arizona Wildcats,3,4,0,-1,2,36,54,44,57,30,31,69,85,70,42,55,34,52,9,13,31,48,14,17,49,80,28,46,34,56,45,80,68,47,49,72,0,28,457,64,152,0,0,24,52,24,55,32,20,11,27,48,5
Kory,Jones,Norphlet,AR,Norphlet High School,23,4,75,170,Arizona Wildcats,2,52,-1,-1,5,61,63,87,87,38,44,87,87,88,50,50,39,40,27,30,26,27,38,41,37,37,32,41,64,71,30,77,94,47,85,55,0,28,425,35,57,0,5,17,24,14,53,39,36,0,22,42,5
Ira,Lee,Storm Lake,IA,Storm Lake High School,20,4,79,235,Arizona Wildcats,2,11,0,-1,3,40,65,65,100,68,69,64,81,70,24,35,22,35,14,22,8,8,19,28,61,76,44,70,26,39,66,63,98,54,42,52,0,28,317,41,86,0,0,30,48,37,35,10,13,33,19,42,5
Ryan,Luther,Ontario,CA,Chaffey High School,18,5,81,225,Arizona Wildcats,4,10,0,-1,3,40,58,37,60,47,48,47,67,63,44,57,32,42,36,58,7,9,40,68,35,56,67,80,36,44,35,57,50,62,69,57,0,28,316,17,57,12,34,9,12,8,18,45,10,0,24,32,5
Brandon,Randolph,Oxford,NC,J.F. Webb High School,21,1,78,175,Arizona Wildcats,2,5,-1,0,5,17,25,26,31,26,28,26,39,43,50,61,30,46,73,89,27,42,30,40,10,12,34,47,47,57,36,62,58,57,60,42,0,21,104,6,19,2,8,0,0,6,14,11,5,3,5,5,5
Dylan,Smith,Sainte-Felicite,Canada,,21,2,77,170,Arizona Wildcats,3,3,-1,-1,5,42,53,66,70,59,59,73,89,100,9,9,31,42,46,61,63,65,46,56,63,64,61,68,52,63,13,63,52,56,54,36,0,13,46,3,9,0,1,0,2,2,4,1,1,0,1,19,5
Matt,Weyand,Kewanee,IL,Wethersfield High School,20,5,77,190,Arizona Wildcats,2,54,0,-1,3,56,66,33,43,27,35,48,57,51,32,41,35,49,28,40,37,45,46,59,34,46,39,59,66,79,96,29,35,79,16,83,0,11,32,1,5,0,0,3,3,3,3,1,1,1,4,3,5
Brandon,Williams,Fort Smith,AR,Southside High School,20,5,74,190,Arizona Wildcats,1,2,-1,-1,5,60,85,12,21,35,49,39,51,53,29,37,32,47,64,99,59,93,60,79,31,41,28,44,37,45,7,53,38,62,38,71,0,26,930,145,315,24,74,89,129,69,189,20,12,27,70,55,5
Reggie,Chaney,Port Byron,IL,Riverdale Senior High School,22,5,80,222,Arkansas Razorbacks,1,35,0,0,3,50,50,60,66,49,49,0,0,0,24,27,36,43,89,89,49,49,5,5,30,42,61,61,52,52,6,45,36,96,72,65,0,26,927,123,333,58,181,59,84,15,66,72,42,5,57,47,5
Keyshawn,Embery,Wickes,AR,Wickes High School,20,3,75,202,Arkansas Razorbacks,1,11,0,-1,5,28,36,42,68,30,35,21,36,35,29,46,46,67,33,44,56,83,46,57,22,32,55,70,88,100,88,24,26,69,45,8,0,26,808,113,277,51,141,34,45,31,59,29,28,8,36,60,5
Daniel,Gafford,Clarendon,AR,Clarendon High School,22,4,83,233,Arkansas Razorbacks,2,10,0,-1,3,31,73,26,33,0,34,78,78,79,48,57,60,60,17,49,28,100,23,100,31,36,33,66,0,66,55,23,29,51,100,53,0,24,715,38,110,1,8,40,51,18,60,120,19,0,55,52,5
Adrio,Bailey,Hoisington,KS,Hoisington High School,21,4,78,222,Arkansas Razorbacks,3,2,0,-1,3,50,50,30,30,49,50,25,35,40,26,30,39,46,46,47,46,49,96,96,34,38,52,72,81,88,8,24,24,79,82,43,0,25,435,35,92,1,3,22,33,19,47,5,3,14,30,65,5
Jalen,Harris,Syracuse,IN,Wawasee High School,21,1,74,166,Arkansas Razorbacks,3,5,0,-1,5,44,61,43,59,61,62,82,91,78,47,47,27,32,35,44,31,37,27,34,26,33,45,48,35,47,41,93,56,42,65,45,0,26,420,62,137,1,3,40,57,44,71,3,5,12,28,46,5
Ethan,Henderson,Apache Junction,AZ,Apache Trail High School,21,3,80,210,Arkansas Razorbacks,1,24,0,-1,3,24,35,91,92,47,58,57,74,61,68,84,84,84,14,17,25,28,8,12,35,46,49,54,20,29,6,83,72,32,100,2,0,22,272,27,58,0,2,12,17,23,44,3,11,15,13,49,5
Jonathan,Holmes,Scottsdale,AZ,Chaparral High School,21,2,70,190,Arkansas Razorbacks,3,15,0,-1,5,30,40,34,41,40,40,66,68,72,59,60,53,56,11,13,9,9,39,54,47,52,40,40,56,57,52,87,73,29,82,58,0,19,270,14,44,3,14,17,26,11,10,14,3,1,17,25,5
