FName,LName,City,State,HS,Age,Body,Height,Weight,Team,Class,#,RedShirted,Scholarship,Position,Inside,PInside,Jumpshot,PJumpshot,Ft,PFt,3p,P3p,3pUsage,Handling,PHandling,Passing,PPassing,ORb,PORb,DRb,PDRb,PostD,PPostD,PerD,PPerD,Stealing,PStealing,Blocking,PBlocking,Fouling,Quickness,Jumping,Strength,Stamina,Intelligence,OverallPot,Games,Minutes,FGM,FGA,FTM,FTA,3PM,3PA,OReb,DReb,Ast,Stl,Blk,TO,PF,Prestige
Myles,POWELL,Trenton,NJ,South Kent School,22,3,74,195,Seton Hall,4,13,0,-1,5,46,46,73,73,69,69,84,84,76,48,48,27,27,27,27,50,50,35,35,57,57,51,51,17,17,66,92,66,46,81,51,4,10,275,69,169,39,50,35,92,9,35,20,9,3,25,17,0
Jordan,FORD,Folsom,CA,Folsom HS,21,2,73,175,Saint Mary's,4,3,0,-1,5,44,44,81,81,69,69,96,96,73,66,66,30,30,15,15,34,34,24,24,67,67,58,58,5,5,83,92,52,36,100,66,5,14,497,112,214,39,50,37,85,7,35,31,22,1,22,18,0
Malik,FITTS,Rancho Cucamonga,CA,Damian HS,22,3,80,230,Saint Mary's,3,24,-1,-1,3,49,49,77,77,69,69,93,93,72,47,47,25,25,32,32,84,84,55,55,55,55,52,52,20,20,63,61,64,72,100,49,5,14,467,76,153,50,64,28,62,14,91,24,17,4,27,29,0
Patrick,MCCAFFERY,Iowa City,IA,Iowa City West HS,19,3,72,200,Iowa,1,22,0,0,3,45,45,30,30,35,35,30,30,25,45,50,25,25,32,32,37,37,36,36,41,41,42,42,20,20,77,56,51,52,52,52,0,2,26,3,10,0,0,0,4,2,3,1,1,0,0,2,0
Luka,GARZA,Washington,DC,Maret HS,20,3,83,245,Iowa,3,55,0,-1,1,75,75,61,61,48,48,52,52,40,49,49,18,18,85,85,72,72,62,62,25,25,31,31,60,60,58,45,56,74,98,46,5,12,364,102,188,42,66,12,30,46,76,14,7,19,20,24,0
Joe,WIESKAMP,Muscatine,IA,Muscatine HS,20,3,78,205,Iowa,2,10,0,-1,4,41,41,71,71,69,69,85,85,73,48,48,25,25,46,46,55,55,49,49,55,55,50,50,36,36,80,64,69,52,100,56,5,12,368,51,119,22,28,24,58,21,48,22,12,8,19,14,5
Marcus,EVANS,Chesapeake,VA,Cape Henry Collegiate School,23,3,74,190,VCU,4,2,-1,-1,5,41,41,64,64,68,68,59,59,67,46,46,30,30,14,14,25,25,17,17,50,50,55,55,8,8,33,77,65,32,70,38,4,12,287,39,97,49,63,21,50,4,15,27,19,1,35,35,5
De'Riante,JENKINS,Eutawville,SC,West Oak Academy,23,3,77,195,VCU,4,0,0,-1,4,41,41,59,59,81,81,56,56,65,48,48,26,26,25,25,45,45,36,36,65,65,62,62,20,20,70,60,62,47,76,52,4,12,312,39,105,26,30,17,53,10,39,20,28,4,16,17,0
Marcus,SANTOS-SILVA,Taunton,MA,Vermont Academy,22,5,79,250,VCU,3,14,0,-1,2,73,73,47,47,41,41,0,0,0,42,42,21,21,76,76,75,75,52,52,41,41,50,50,52,52,26,45,58,74,83,31,5,12,307,63,105,30,51,0,0,34,69,14,17,13,23,36,0
Nah'Shon,HYLAND,Wilmington,DE,St. Georges Tech,18,2,75,165,VCU,1,5,0,-1,5,54,54,46,46,0,0,42,42,63,62,62,22,22,14,14,31,31,24,24,46,46,48,48,25,25,41,68,52,34,62,46,6,12,186,25,64,4,6,12,39,3,17,14,10,5,9,24,4
Kyky,TANDY,Hopkinsville,KY,University Heights Academy,19,3,74,190,Xavier,1,24,0,-1,4,55,55,29,29,0,0,35,35,54,45,45,10,10,20,20,44,44,31,31,47,47,44,44,12,12,75,66,60,47,50,50,6,6,61,8,29,2,3,5,17,1,9,2,1,0,3,3,5
Dahmir,BISHOP,Philadelphia,PA,Imhotep Institute Charter HS,19,2,77,178,Xavier,1,2,0,-1,4,53,53,9,9,1,1,12,12,44,47,47,20,20,23,23,58,58,36,36,44,44,43,43,10,10,60,57,63,51,50,47,5,10,120,5,28,4,13,2,17,3,22,9,2,0,7,10,0
Zach,FREEMANTLE,Teaneck,NJ,Bergen Catholic HS,19,2,81,225,Xavier,1,32,0,-1,2,57,67,53,63,68,73,11,11,8,42,42,9,9,67,72,57,62,46,49,22,22,40,40,57,62,14,46,60,65,65,26,0,13,212,33,61,26,32,1,3,20,28,2,5,10,7,31,4
Daniel,RAMSEY,Cordele,GA,Norcross HS,18,3,81,233,Xavier,1,0,0,-1,2,36,46,23,33,40,50,0,0,1,32,32,9,9,38,48,38,48,42,52,26,26,25,25,43,53,64,47,56,59,57,40,0,8,125,29,50,11,17,0,1,11,22,2,1,14,20,7,1
Naji,MARSHALL,Atlantic City,NJ,Hargrave Military Academy,21,3,79,222,Xavier,3,13,0,-1,3,48,48,62,62,57,57,59,59,54,40,40,19,19,26,26,68,68,49,49,32,32,35,35,24,24,50,62,64,65,100,40,5,12,397,70,157,37,53,17,61,8,63,15,4,4,35,33,5
Paul,SCRUGGS,Indianapolis,IN,Prolific Prep,21,3,75,200,Xavier,3,1,0,-1,5,46,46,70,70,76,76,59,59,61,53,53,31,31,30,30,34,34,30,30,52,52,48,48,25,25,43,73,52,38,100,45,5,12,402,71,140,15,18,20,60,16,35,27,18,7,37,37,0
Isaac,OKORO,Powder Springs,GA,McEachern HS,18,3,78,215,Auburn,1,23,0,-1,3,55,55,59,59,46,46,26,26,27,42,42,25,25,59,59,45,45,47,47,48,48,48,48,49,49,49,59,66,53,100,41,6,11,322,55,96,25,40,5,21,22,28,19,10,9,27,27,0
Tyrell,JONES,Chicago,IL,West Oaks Academy,18,1,73,170,Auburn,1,0,0,-1,5,60,60,20,20,0,0,0,0,18,63,63,10,10,21,21,28,28,29,29,56,56,49,49,7,7,80,70,47,40,50,59,5,7,31,2,7,2,3,0,2,4,6,4,4,0,3,3,0
Jaylin,WILLIAMS,Nahunta,GA,Brantley County HS,19,3,79,215,Auburn,1,2,0,-1,2,54,54,18,18,0,0,0,0,12,47,47,3,3,44,44,46,46,46,46,22,22,34,34,50,50,66,45,50,60,25,46,5,5,14,2,5,3,3,0,1,1,2,0,0,1,0,3,0
Samir,DOUGHTY,Philadelphia,PA,Math Civics & Sciences HS,22,3,76,195,Auburn,4,10,-1,-1,5,41,41,67,67,65,65,68,68,73,56,56,30,30,23,23,34,34,25,25,55,55,48,48,13,13,70,76,67,38,93,56,4,11,348,56,119,50,66,24,63,11,31,26,16,3,26,19,0
Brandon,NEWMAN,Valparaiso,IN,Valparaiso HS,18,2,77,190,Purdue,1,5,0,-1,4,32,42,38,48,44,54,37,47,66,30,40,16,26,10,15,39,44,22,25,34,44,36,41,15,15,66,63,61,48,60,46,0,10,280,51,116,31,38,31,74,0,43,9,7,4,22,17,1
Matt,HAARMS,Amsterdam,The Netherlands,Sunrise Christian Academy,22,5,87,250,Purdue,3,32,0,-1,1,59,59,59,59,54,54,29,29,30,50,50,21,21,77,77,57,57,52,52,12,12,26,26,71,71,44,37,48,68,78,42,5,10,243,40,70,23,34,5,14,27,35,14,2,25,14,22,0
Juwan,GRAY,Columbia,SC,West Charlotte HS,18,3,77,220,Alabama,1,4,0,-1,3,44,44,36,36,42,42,31,31,45,27,27,14,14,17,17,66,66,52,52,40,40,37,37,39,39,61,62,70,64,37,38,6,10,93,57,158,28,43,12,56,0,55,9,7,7,24,8,0
Jaylen,FORBES,Florence,MS,Florence HS,19,2,76,176,Alabama,1,12,0,-1,4,57,57,15,15,0,0,18,18,52,42,42,15,15,43,43,58,58,37,37,28,28,36,36,25,25,41,62,66,51,50,36,6,11,116,9,25,5,9,3,17,8,21,5,0,2,10,15,0
Jaden,SHACKELFORD,Hesperia,CA,Hesperia HS,18,3,75,185,Alabama,1,5,0,-1,4,46,46,59,59,72,72,54,54,74,46,46,23,23,26,26,37,37,26,26,43,43,39,39,14,14,67,64,62,42,100,50,6,11,283,40,107,29,36,21,72,10,27,18,8,2,16,17,0
Kira,LEWIS JR.,Meridianville,AL,Hazel Green HS,18,2,75,167,Alabama,2,2,0,-1,5,46,46,61,61,71,71,60,60,58,48,48,43,43,23,23,45,45,28,28,57,57,50,50,12,12,60,75,50,41,100,52,5,11,411,68,155,27,34,19,56,12,50,54,20,3,46,28,0
John,PETTY,Huntsville,AL,J.O. Johnson HS,21,2,77,197,Alabama,3,23,0,-1,4,48,48,76,76,61,61,85,85,92,43,43,26,26,37,37,59,59,44,44,54,54,47,47,25,25,69,65,65,54,100,50,5,11,358,57,117,27,37,39,78,19,63,23,16,6,28,20,0
Markus,HOWARD,Chandler,AZ,Findlay College Prep,20,2,71,175,Marquette,4,0,0,-1,5,42,42,84,84,78,78,100,100,82,44,44,34,34,12,12,38,38,24,24,55,55,50,50,8,8,55,95,72,38,91,46,6,10,309,73,174,72,85,41,88,3,26,30,10,1,36,24,0
Symir,TORRENCE,Syracuse,NY,Vermont Academy,18,3,75,195,Marquette,1,10,0,-1,4,55,55,23,23,0,0,12,12,51,56,56,24,24,15,15,33,33,28,28,45,45,46,46,12,12,50,58,57,43,50,47,6,9,85,3,14,0,0,2,10,0,8,17,2,0,4,12,0
Cole,BAJEMA,Lynden,WA,Lynden Christian HS,19,1,79,175,Michigan,1,22,0,-1,4,67,67,29,29,0,0,26,26,44,46,46,4,4,15,15,27,27,30,30,42,42,39,39,12,12,78,67,58,42,50,50,6,5,26,6,8,2,2,2,4,0,3,0,0,0,1,3,0
Franz,WAGNER,Berlin,Germany,Alba Berlin,18,2,80,205,Michigan,1,21,0,-1,4,47,47,56,56,89,89,42,42,60,44,44,12,12,18,18,40,40,36,36,49,49,45,45,30,30,54,55,62,46,100,42,5,8,218,24,59,12,13,10,33,4,24,4,9,5,13,18,0
Zavier,SIMPSON,Lima,OH,Lima Senior HS,22,3,72,190,Michigan,4,3,0,-1,5,49,49,59,59,49,49,53,53,47,50,50,63,63,15,15,42,42,28,28,44,44,41,41,12,12,50,70,50,41,93,53,4,12,380,53,104,20,31,11,27,7,45,106,12,3,43,33,0
Jon,TESKE,Medina,OH,Medina HS,22,5,85,260,Michigan,4,15,0,-1,1,54,54,53,53,51,51,30,30,34,43,43,17,17,56,56,67,67,58,58,36,36,40,40,62,62,53,39,46,74,79,44,0,12,321,64,116,27,39,7,26,28,73,11,14,26,19,24,0
Jaden,MCDANIELS,Seattle,WA,Federak Way HS,19,2,81,200,Washington,1,0,0,0,2,58,58,59,59,64,64,58,58,49,39,39,33,33,30,30,62,62,51,51,43,43,50,50,53,53,37,47,55,57,100,37,6,12,414,62,142,36,48,16,45,10,58,32,15,12,41,40,0
Isaiah,STEWART,Rochester,NY,La Lumiere School,18,4,81,250,Washington,1,33,0,-1,2,90,90,57,57,60,60,0,0,3,44,44,14,14,75,75,83,83,66,76,20,20,33,33,68,68,39,50,71,78,100,36,0,12,362,88,144,49,68,0,7,32,75,8,4,20,22,35,4
RaeQuan,BATTLE,Tulalip,WA,Marysville-Pilchuck HS,18,3,77,185,Washington,1,21,0,-1,2,50,50,16,16,0,0,16,16,70,47,47,3,3,39,39,41,41,34,34,38,38,42,42,37,37,66,43,45,48,25,46,6,3,13,1,4,0,0,1,4,0,0,0,1,0,0,2,0
Josiah-Jordan,JAMES,Charleston,SC,Porter-Guard School,19,3,78,208,Tennessee,1,5,0,-1,5,45,45,54,54,79,79,43,43,47,58,58,31,31,37,37,64,64,48,48,42,42,43,43,29,29,49,63,58,53,100,49,6,11,332,28,74,17,20,8,30,15,54,27,7,6,27,29,0
Olivier,NKAMHOUA,Helsinki,Finland,Bishop Walsh School,19,3,80,224,Tennessee,1,21,0,-1,2,60,60,42,42,0,0,8,8,9,42,42,8,8,83,83,67,67,53,53,22,22,39,39,55,55,30,42,50,67,61,30,6,11,167,24,48,5,10,1,4,21,28,2,3,6,12,23,0
Jordan,BOWDEN,Knoxville,TN,22 Feet Academy,22,3,72,200,Tennessee,4,23,0,-1,4,42,42,69,69,80,80,78,78,69,51,51,29,29,11,11,51,51,37,37,53,53,48,48,21,21,68,67,65,51,97,53,6,11,361,51,125,24,28,22,59,2,43,26,11,4,15,21,5
Patrick,WILLIAMS,Charlotte,NC,West Charlotte HS,18,3,80,225,Florida State,1,4,0,-1,2,60,60,62,62,79,79,34,34,34,43,43,22,22,49,49,55,55,56,56,55,55,54,54,57,57,62,45,54,62,86,46,6,12,259,38,76,23,27,7,21,11,28,16,12,9,20,15,0
Balsa,KOPRIVICA,Belgrade,Serbia,Montverde Academy,19,5,85,260,Florida State,1,5,0,-1,1,50,55,49,54,42,47,0,0,0,46,46,8,8,56,66,42,52,44,54,25,25,42,47,57,62,26,35,48,70,48,30,0,12,143,28,35,14,21,0,0,13,18,2,6,6,11,28,4
Trent,FORREST,Chipley,FL,Chipley HS,21,3,76,210,Florida State,4,3,0,-1,4,56,56,55,55,69,69,36,36,32,40,40,35,35,27,27,39,39,40,40,66,66,59,59,32,32,73,64,72,47,93,52,4,12,378,51,116,33,42,8,25,11,31,43,18,7,38,19,5
Jarron,CUMBERLAND,Wilmington,OH,Wilmington HS,22,3,77,205,Cincinnati,4,34,0,-1,4,52,52,55,55,54,54,57,57,60,38,38,29,29,20,20,42,42,33,33,55,55,52,52,16,16,53,67,81,47,84,42,6,10,284,39,111,40,59,15,55,5,27,29,10,2,31,24,0
Ty-Shon,ALEXANDER,Charlotte,NC,Oak Hill Academy,21,3,76,195,Creighton,3,5,0,-1,4,42,42,72,72,78,78,80,80,79,45,45,27,27,15,15,60,60,40,40,40,40,38,38,16,16,73,64,64,54,100,53,5,12,412,60,145,43,51,32,75,7,69,23,11,4,26,21,0
Mitchell,BALLOCK,Eudora,KS,Eudora HS,21,3,77,205,Creighton,3,24,0,-1,4,38,38,78,78,64,64,84,84,95,57,57,32,32,15,15,50,50,42,42,43,43,40,40,29,29,77,58,59,51,100,60,5,12,426,52,112,15,20,37,82,7,58,30,13,8,11,19,0
Marcus,ZEGAROWSKI,Hamilton,MA,Tilton School,21,2,74,180,Creighton,2,11,0,-1,5,43,43,73,73,63,63,71,71,73,60,60,43,43,6,6,40,40,26,26,43,43,38,38,5,5,74,80,46,39,100,62,5,12,424,82,161,26,35,31,82,2,45,56,12,1,31,21,0
Nate,REUVERS,Lakeville,MN,Lakeville North HS,21,3,83,240,Wisconsin,3,35,0,-1,2,61,61,63,63,71,71,45,45,45,40,40,14,14,43,43,50,50,46,46,19,19,31,31,66,66,27,44,57,60,94,30,5,11,322,62,125,31,39,12,37,16,41,7,6,28,27,37,0
Will,BAKER,Austin,TX,Westlake HS,19,4,83,245,Texas,1,50,0,-1,1,45,45,10,10,0,0,0,0,41,46,46,11,11,67,67,60,60,52,52,27,27,48,48,65,65,39,35,44,69,25,36,6,10,52,4,20,1,4,0,13,5,8,3,3,2,5,9,0
Kai,JONES,Nassau,Bahamas,Brewster Academy,18,2,83,212,Texas,1,22,0,-1,2,58,58,47,47,0,0,11,11,14,45,45,7,7,51,51,69,69,55,55,28,28,43,43,63,63,45,41,51,65,47,37,6,8,93,12,22,2,5,1,3,4,20,2,3,7,5,12,0
Donovan,WILLIAMS,Houston,TX,Fort Bend Elkins HS,19,2,78,180,Texas,1,4,0,-1,3,47,47,28,28,0,0,24,24,54,40,40,7,7,33,33,38,38,32,32,49,49,54,54,27,27,48,57,54,43,35,37,6,11,83,11,24,2,3,4,16,3,5,1,5,1,8,11,0
Matt,COLEMAN,Norfolk,VA,Oak Hill Academy,21,3,74,180,Texas,3,2,0,-1,5,40,40,61,61,68,68,66,66,63,62,62,39,39,22,22,34,34,22,22,55,55,49,49,6,6,61,70,46,37,100,57,5,11,377,50,108,21,27,20,42,11,33,49,18,1,25,26,0
Elias,KING,Suwanee,GA,Lincoln Academy,19,3,80,205,Mississippi State,1,2,0,-1,3,44,44,38,38,0,0,26,26,44,44,44,3,3,25,25,35,35,39,39,39,39,37,37,20,20,84,58,51,51,35,52,6,3,9,2,4,0,0,1,2,0,1,0,0,0,1,0,0
Reggie,PERRY,Thomasville,GA,Thomasville HS,19,3,82,245,Mississippi State,2,1,0,-1,2,64,64,57,57,46,46,42,42,40,42,42,31,31,73,73,71,71,55,55,37,37,45,45,54,54,35,43,55,71,100,37,6,11,320,61,119,28,45,9,29,34,67,29,14,15,27,33,0
D.J.,STEWART,Grace,MS,Riverside HS,20,2,78,200,Mississippi State,1,3,0,-1,4,55,55,55,55,39,39,43,43,42,46,46,28,28,12,12,30,30,29,29,56,56,52,52,19,19,51,61,63,42,100,44,5,11,308,38,74,12,21,9,24,2,17,22,11,3,20,26,0
Dereon,SEABRON,Norfolk,VA,Lake Taylor HS,18,2,79,180,North Carolina State,1,1,0,-1,4,57,57,28,28,26,26,11,11,14,41,41,17,17,29,29,32,32,25,25,28,28,25,25,12,12,83,55,68,39,100,53,5,3,118,20,41,15,29,1,4,8,15,7,1,1,11,3,0
Markell,JOHNSON,Cleveland,OH,East Technical HS,21,2,73,175,North Carolina State,4,11,0,-1,5,59,59,56,56,40,40,52,52,60,51,51,53,53,13,13,44,44,25,25,60,60,54,54,6,6,64,74,46,41,95,57,4,11,357,56,131,15,26,18,62,5,45,76,21,1,36,23,0
C.J.,BRYCE,Charlotte,NC,North Mecklenburg HS,23,3,77,195,North Carolina State,4,13,-1,-1,4,56,56,62,62,71,71,40,40,34,44,44,30,30,45,45,51,51,33,33,58,58,52,52,14,14,65,64,61,50,99,50,4,12,404,74,140,35,44,10,23,25,56,26,21,3,29,25,0
Rob,EDWARDS,Detroit,MI,Cass Tech,22,3,76,200,Arizona State,4,2,-1,-1,4,39,39,60,60,68,68,69,69,68,44,44,12,12,24,24,48,48,32,32,43,43,43,43,10,10,52,64,59,49,80,41,6,12,327,40,115,17,22,20,61,8,36,4,7,1,20,27,5
Jaelen,HOUSE,Phoenix,AZ,Shadow Mountain HS,18,1,74,160,Arizona State,1,10,0,-1,5,50,50,51,51,89,89,41,41,47,58,58,30,30,24,24,46,46,25,25,67,67,74,74,9,9,43,74,53,41,83,46,5,12,250,21,73,23,25,8,31,7,28,24,23,1,17,26,0
Jalen,GRAHAM,Phoenix,AZ,Mountain Pointe HS,18,2,81,205,Arizona State,1,24,0,-1,2,60,60,63,63,0,0,0,0,0,43,43,14,14,61,61,57,57,51,51,25,25,42,42,76,76,33,42,51,59,47,33,5,11,129,17,25,1,2,0,0,9,15,6,3,14,10,17,0
Remy,MARTIN,Chatsworth,CA,Sierra Canyon School,21,1,72,170,Arizona State,3,1,0,-1,5,63,63,59,59,63,63,55,55,55,52,52,37,37,12,12,36,36,23,23,62,62,55,55,6,6,76,82,55,37,100,59,5,12,385,73,170,45,61,19,61,5,37,47,25,1,34,17,0
Romello,WHITE,Suwanee,GA,IMG Academy,21,3,80,235,Arizona State,3,23,0,-1,2,63,63,41,41,44,44,0,0,0,45,45,16,16,73,73,77,77,58,58,22,22,24,24,48,48,62,40,62,73,93,46,5,11,317,50,73,37,58,0,0,38,83,9,3,14,20,19,0
Isaiah,JOE,Fort Smith,AR,Fort Smith Northside HS,20,1,77,167,Arkansas,1,1,0,-1,4,46,46,65,65,71,71,65,65,84,48,48,30,30,17,17,40,40,31,31,56,56,48,48,17,17,78,64,60,42,100,56,5,11,410,57,153,32,40,39,112,8,43,27,19,4,23,18,0
Mason,JONES,DeSoto,TX,Triple A Academy,21,3,77,207,Arkansas,3,15,0,-1,4,49,49,75,75,90,90,60,60,65,37,37,29,29,25,25,54,54,37,37,58,58,53,53,20,20,51,68,78,52,100,41,4,10,321,56,112,66,71,18,54,10,51,24,19,4,35,27,0
C.J.,WALKER,Sanford,FL,Oak Ridge HS,18,2,80,200,Oregon,1,14,0,-1,3,46,46,49,49,39,39,36,36,35,45,45,12,12,48,48,52,52,44,44,31,31,44,44,55,55,23,56,65,53,74,30,6,12,223,28,58,12,21,6,16,12,24,4,5,9,12,30,0
Chandler,LAWSON,Memphis,TN,Wooddale HS,19,3,80,205,Oregon,1,13,0,-1,2,42,52,36,46,44,47,0,0,0,37,42,18,18,40,50,44,54,45,60,34,37,37,37,45,55,54,42,53,57,63,44,0,12,219,20,38,15,20,0,0,14,31,10,7,7,11,16,4
Payton,PRITCHARD,West Linn,OR,West Linn HS,21,3,74,195,Oregon,4,3,0,-1,5,43,43,70,70,63,63,72,72,68,55,55,52,52,8,8,42,42,27,27,60,60,53,53,2,2,75,80,52,42,100,62,4,12,420,82,157,45,61,26,64,3,48,72,23,0,36,20,0
Chris,DUARTE,Puerto Plata,Dominican Republic,Redemption Christian HS,23,2,78,190,Oregon,3,5,0,-1,4,39,39,63,63,69,69,67,67,62,44,44,23,23,46,46,55,55,44,44,58,58,51,51,24,24,70,66,66,51,85,50,4,12,317,45,113,22,28,17,52,18,42,16,11,4,21,17,4
Breein,TYREE,Somerset,NJ,St. Joseph HS,21,3,74,195,Mississippi,4,4,0,-1,5,52,52,61,61,67,67,61,61,63,55,55,34,34,14,14,40,40,29,29,52,52,45,45,9,9,79,80,57,41,94,60,4,11,353,65,161,43,56,23,70,6,39,35,14,2,27,14,0
Austin,CROWLEY,West Point,MS,Sunrise Christian Academy,19,2,77,188,Mississippi,1,1,0,-1,4,54,54,41,41,0,0,41,41,54,45,45,22,22,26,26,32,32,27,27,44,44,45,45,14,14,45,61,59,41,69,40,6,11,190,17,39,6,8,8,21,6,11,17,4,1,15,23,0
Hyunjung,LEE,Yongin City,South Korea,Lake Ginninderra HS,19,2,79,195,Davidson,1,1,0,-1,4,49,49,60,60,0,0,56,56,76,51,51,15,15,42,42,40,40,30,30,50,50,45,45,16,16,59,60,54,45,79,47,5,11,218,33,65,5,7,18,45,15,24,6,9,2,5,16,4
Kellan,GRADY,Boston,MA,Northfield Mount Hermon School,22,3,77,195,Davidson,3,31,0,-1,4,58,58,60,60,71,71,36,36,40,42,42,29,29,13,13,45,45,32,32,55,55,49,49,11,11,79,63,59,47,100,54,4,11,370,69,144,28,35,11,43,4,46,27,18,2,29,15,0
Jon Axel,GUDMUNDSSON,Grindavik,Iceland,Church Farm School,23,2,77,190,Davidson,1,3,0,-1,5,38,38,63,63,56,56,66,66,73,61,61,33,33,8,8,58,58,31,31,43,43,39,39,3,3,65,66,46,48,100,57,4,11,354,44,98,20,29,20,53,2,61,33,10,0,23,22,0
De'Vion,HARMON,Denton,TX,John Guyer HS,18,3,73,189,Oklahoma,1,11,0,-1,5,42,42,54,54,64,64,58,58,55,68,68,32,32,12,12,36,36,30,30,62,62,54,54,13,13,83,72,51,39,100,67,6,11,302,31,81,15,20,12,34,3,23,25,12,2,12,10,0
Victor,IWUAKOR,Southlake,TX,Sulphur Springs HS,20,2,79,217,Oklahoma,1,0,0,-1,2,50,50,50,50,60,60,0,0,4,43,43,7,7,59,59,55,55,40,40,34,34,45,45,43,43,26,40,52,60,43,29,5,11,119,15,30,13,18,0,2,11,19,1,7,3,7,21,0
Jalen,HILL,Las Vegas,NV,Clark HS,18,2,79,214,Oklahoma,1,1,0,-1,3,43,43,27,27,0,0,29,29,31,48,48,13,13,48,48,48,48,48,48,47,47,48,48,45,45,55,50,58,53,51,44,5,10,127,8,19,4,6,3,5,8,13,5,4,4,5,11,0
Austin,REAVES,Newark,AR,Cedar Ridge HS,21,3,77,180,Oklahoma,3,12,-1,-1,4,48,48,61,61,76,76,50,50,58,47,47,27,27,14,14,54,54,34,34,43,43,39,39,8,8,68,64,66,49,100,51,5,11,385,55,141,55,66,18,64,5,60,26,11,1,21,22,0
Kristian,DOOLITTLE,Edmond,OK,Edmond Memorial HS,22,3,79,232,Oklahoma,4,21,0,-1,3,50,50,57,57,76,76,55,55,42,42,42,25,25,49,49,74,74,48,48,44,44,42,42,20,20,62,63,59,74,93,47,4,10,315,65,138,25,30,12,21,21,68,19,11,3,24,20,5
Chris,LEDLUM,Brooklyn,NY,Northfield Mount Hermon School,18,3,78,225,Harvard,1,4,0,-1,3,47,47,51,51,44,44,36,36,32,34,34,12,12,52,52,66,66,47,47,33,33,44,44,32,32,48,59,62,64,61,35,6,12,183,34,71,14,23,6,16,13,34,6,4,3,26,19,0
Luka,SAKOTA,Etobicoke,Canada,Kings Christian Collegiate,18,2,77,190,Harvard,1,2,0,-1,4,55,55,38,38,0,0,44,44,68,44,44,15,15,15,15,33,33,31,31,42,42,43,43,19,19,58,63,62,41,50,44,5,8,79,8,19,3,4,6,14,0,7,6,1,1,7,9,0
Bryce,AIKEN,Randolph,NJ,The Patrick School,23,3,72,175,Harvard,1,11,0,-1,5,60,60,62,62,82,82,52,52,57,44,44,21,21,12,12,26,26,17,17,52,52,47,47,5,5,58,80,55,32,100,45,4,7,179,35,85,34,39,13,36,2,11,12,9,0,26,16,0
Noah,KIRKWOOD,Ottawa,Canada,Northfeld Mount Hermon HS,20,2,79,215,Harvard,2,10,0,-1,4,50,50,56,56,58,58,46,46,51,43,43,36,36,16,16,40,40,34,34,52,52,48,48,22,22,55,57,64,47,100,46,5,12,342,47,101,26,37,13,39,6,37,42,16,5,28,27,0
Isaiah,MOBLEY,Murrieta,CA,Rancho Christian School,20,3,82,235,Southern California,1,15,0,-1,2,66,66,47,47,37,37,16,16,23,40,40,19,19,70,70,85,85,64,64,30,30,43,43,55,55,46,44,60,76,86,38,6,13,278,42,77,25,45,3,18,23,62,14,7,9,26,24,0
Onyeka,OKONGWU,Chino,CA,Chino Hills HS,19,4,81,245,Southern California,1,21,0,-1,2,65,75,41,46,48,58,0,0,1,35,45,18,18,64,79,58,73,63,78,46,51,46,46,59,76,51,50,57,70,70,42,0,12,339,83,133,46,65,0,3,38,70,12,16,38,20,26,3
Max,AGBONKPOLO,Laguna Niguel,CA,Santa Margarita Catholic HS,19,1,80,190,Southern California,1,23,0,-1,3,44,44,32,32,0,0,38,38,49,47,47,10,10,41,41,47,47,42,42,40,40,43,43,29,29,65,58,59,49,35,47,6,10,70,11,25,8,9,5,12,5,10,3,1,1,3,5,0
Kyle,STURDIVANT,Norcross,GA,Norcross HS,19,3,75,200,Southern California,1,1,0,0,5,63,63,42,42,0,0,13,13,24,59,59,24,24,13,13,33,33,27,27,49,49,46,46,7,7,77,69,47,39,50,59,5,11,98,12,28,3,3,2,8,1,11,17,2,0,8,4,0
Derek,CULVER,Youngstown,OH,Warren G. Harding HS,21,4,82,255,West Virginia,2,1,0,-1,2,61,61,48,48,65,65,0,0,0,38,38,26,26,71,71,85,85,57,57,22,22,37,37,45,45,24,41,62,80,86,30,5,12,289,46,99,40,53,0,0,31,83,23,8,8,31,37,0
Oscar,TSHIEBWE,Lubumbashi,Democratic Republic of Congo,Kennedy Catholic HS,20,5,81,258,West Virginia,1,34,0,-1,1,65,65,48,48,49,49,0,0,0,43,43,12,12,85,85,75,75,52,52,19,19,37,37,61,61,23,41,56,78,84,29,6,12,253,54,90,34,53,0,0,48,57,5,8,14,22,33,0
Qudus,WAHAB,Ashburn,VA,Virginia Academy,19,3,83,237,Georgetown,1,34,0,-1,1,47,47,49,49,64,64,0,0,0,48,48,11,11,59,59,64,64,46,46,13,13,33,33,61,61,26,35,46,70,48,32,5,13,157,17,35,18,24,0,0,12,30,5,4,10,10,30,0
Mac,MCCLUNG,Gate City,VA,Gate City HS,19,3,74,185,Georgetown,2,2,0,-1,5,43,43,72,72,86,86,79,79,64,58,58,33,33,20,20,40,40,27,27,66,66,59,59,8,8,63,90,60,41,88,55,6,13,322,67,155,45,50,23,60,7,29,30,15,1,22,21,0
James,AKINJO,Oakland,CA,Salesian College Prep,19,3,72,180,Georgetown,2,3,0,-1,5,62,62,48,48,73,73,34,34,43,57,57,37,37,15,15,31,31,19,19,61,61,55,55,3,3,69,74,52,35,100,58,5,7,215,30,89,26,32,8,33,4,17,31,14,0,16,12,0
